rma_id,customer,model,sn,dealer,type_s,tr_date,quotation_date,confirm_date,repair_note,status,p_status,p_score,return_date
FMSV2023010004,FTYO - Loaner Asset,VP-4450HD,1V567K312,,Bộ Xử lý,2023-01-12,,,,transfer table,Chuẩn bị linh kiện,4.0,
FMSV2023010026,"FUJIFILM Vietnam Co., Ltd.",EG-600WR,2G391K632,,Ống soi dạ dày,2023-01-16,,,,transfer table,Chờ duyệt bảo hành,2.5,
FMSV2023010027,Nghe An Friendship General Hospital,EG-530WR,8G361K199,Promed,Ống soi dạ dày,2023-01-27,2023-02-01,,,transfer table,Chờ xác nhận (quá 3 tháng),9.0,
FMSV2023010009,Bach Mai Hospital,EG-590WR,1G348K458,Trang Thi,Ống soi dạ dày,2023-01-12,2023-01-10,,,transfer table,Chờ xác nhận (quá 3 tháng),9.0,
FMSV2023010008,Bach Mai Hospital,EG-600WR,7G391K127,Trang Thi,Ống soi dạ dày,2023-01-12,2023-01-10,,,transfer table,Chờ xác nhận (quá 3 tháng),9.0,
FMSV2023010007,Bach Mai Hospital,EG-600WR,8G391K372,Trang Thi,Ống soi dạ dày,2023-01-12,2023-01-10,,,transfer table,Chờ xác nhận (quá 3 tháng),9.0,
FMSV2023010006,Bach Mai Hospital,EG-600WR,8G391K380,Trang Thi,Ống soi dạ dày,2023-01-12,2023-01-10,,,transfer table,Chờ xác nhận (quá 3 tháng),9.0,
FMSV2023010018,"FUJIFILM Vietnam Co., Ltd.",EG-530WR,4G361K368,,Ống soi dạ dày,2023-01-16,,,,transfer table,Chuẩn bị linh kiện,4.0,
FMSV2023010023,FFAP asset,EC-600WI,1C692K655,,Ống soi đại tràng,2023-01-30,,,,transfer table,Chuẩn bị linh kiện,4.0,
FMSV2022120026,Bach Mai Hospital,EC-590WL4,1C666K566,Trang Thi,Ống soi đại tràng,2022-12-14,2022-12-14,,,transfer table,Chờ xác nhận (quá 3 tháng),9.0,
FMSV2022120011,Bach Mai Hospital,EC-600WI,5C692K088,Trang Thi,Ống soi đại tràng,2022-12-09,2022-12-18,,3. under approval process in the hospital,transfer table,Chờ xác nhận (quá 3 tháng),9.0,
FMSV2022120087,Hanoi Medical University Hospital,EC-600WI,1C692K470,Trang Thi,Ống soi đại tràng,2023-01-09,2023-01-31,,,transfer table,Chờ xác nhận (quá 3 tháng),9.0,
FMSV2022120084,Hanoi Medical University Hospital,EG-600WR,3G391K103,Trang Thi,Ống soi dạ dày,2023-01-09,2023-01-31,,,transfer table,Chờ xác nhận (quá 3 tháng),9.0,
FMSV2022120017,Bach Mai Hospital,EC-600WI,1C692K269,Trang Thi,Ống soi đại tràng,2022-12-12,2022-12-18,,,transfer table,Chờ xác nhận (quá 3 tháng),9.0,
FMSV2022120019,Bach Mai Hospital,EC-600WI,1C692K861,Trang Thi,Ống soi đại tràng,2022-12-12,2022-12-18,,,transfer table,Chờ xác nhận (quá 3 tháng),9.0,
FMSV2022120018,Bach Mai Hospital,EG-580NW2,5G390K014,Trang Thi,Ống soi dạ dày,2022-12-12,2022-12-18,,,transfer table,Chờ xác nhận (quá 3 tháng),9.0,
FMSV2022120013,Nghe An Friendship General Hospital,EB-530T,1B084K474,Promed,Ống soi khí phế quản,2022-12-12,2022-12-19,,,transfer table,Chờ xác nhận (quá 3 tháng),9.0,
FMSV2022120012,Bach Mai Hospital,EG-600WR,7G391K126,Trang Thi,Ống soi dạ dày,2022-12-09,2022-12-18,,,transfer table,Chờ xác nhận (quá 3 tháng),9.0,
FMSV2022120008,Bach Mai Hospital,EG-600WR,7G391K124,Trang Thi,Ống soi dạ dày,2022-12-09,2022-12-18,2022-12-26,3. under approval process in the hospital,transfer table,Chờ xác nhận (quá 3 tháng),9.0,
FMSV2022120031,Bach Mai Hospital,EG-530WR,1G361K609,Trang Thi,Ống soi dạ dày,2022-12-14,2022-12-14,,,transfer table,Chờ xác nhận (quá 3 tháng),9.0,
FMSV2022120023,Bach Mai Hospital,EC-590WL4,1C666K568,Trang Thi,Ống soi đại tràng,2022-12-14,2022-12-13,,,transfer table,Chờ xác nhận (quá 3 tháng),9.0,
FMSV2022120081,Hanoi Medical University Hospital,EG-600WR,2G391K781,Trang Thi,Ống soi dạ dày,2023-01-09,2023-01-31,,,transfer table,Chờ xác nhận (quá 3 tháng),9.0,
FMSV2022120022,Bach Mai Hospital,EG-600WR,1G391K323,Trang Thi,Ống soi dạ dày,2022-12-14,2022-12-14,,,transfer table,Chờ xác nhận (quá 3 tháng),9.0,
FMSV2022120032,Bach Mai Hospital,EG-590WR,1G348K456,Trang Thi,Ống soi dạ dày,2022-12-14,2022-12-14,,,transfer table,Chờ xác nhận (quá 3 tháng),9.0,
FMSV2022120033,Bach Mai Hospital,EG-590WR,1G348K457,Trang Thi,Ống soi dạ dày,2022-12-14,2022-12-14,,,transfer table,Chờ xác nhận (quá 3 tháng),9.0,
FMSV2022120028,Bach Mai Hospital,EG-600WR,2G391K411,Trang Thi,Ống soi dạ dày,2022-12-14,2022-12-14,,,transfer table,Chờ xác nhận (quá 3 tháng),9.0,
FMSV2022120027,Bach Mai Hospital,EC-600WI,1C692K645,Trang Thi,Ống soi đại tràng,2022-12-14,2022-12-14,,,transfer table,Chờ xác nhận (quá 3 tháng),9.0,
FMSV2022120014,Hue University of Medicine and Pharmacy - Ginec,EG-530NW,2G366D118,ETC,Ống soi dạ dày,2022-12-14,2022-12-14,,,transfer table,Chờ xác nhận (quá 3 tháng),9.0,
FMSV2022120035,Bach Mai Hospital,EG-600WR,2G391K372,Trang Thi,Ống soi dạ dày,2022-12-15,2022-12-16,,,transfer table,Chờ xác nhận (quá 3 tháng),9.0,
FMSV2022120051,Bach Mai Hospital,VP-7000,5V644K138,Trang Thi,Bộ Xử lý,2022-12-15,2022-12-16,,3. under approval process in the hospital,transfer table,Chờ xác nhận (quá 3 tháng),9.0,
FMSV2022120052,Bach Mai Hospital,VP-4450HD,3V567D038,Trang Thi,Bộ Xử lý,2022-12-15,2022-12-16,,,transfer table,Chờ xác nhận (quá 3 tháng),9.0,
FMSV2022120054,Bach Mai Hospital,XL-4450,3S094D038,Trang Thi,Bộ nguồn sáng,,2022-12-19,,,transfer table,Chờ xác nhận (quá 3 tháng),9.0,
FMSV2022120048,Bach Mai Hospital,EC-600WI,1C692K870,Trang Thi,Ống soi đại tràng,2022-12-26,2022-12-28,,3. under approval process in the hospital,transfer table,Chờ xác nhận (quá 3 tháng),9.0,
FMSV2022120047,Bach Mai Hospital,EN-450T5,RC361A105,Trang Thi,Ống soi ruột non,2022-12-15,2022-12-16,,,transfer table,Chờ xác nhận (quá 3 tháng),9.0,
FMSV2022120049,Bach Mai Hospital,EG-600WR,1G391K869,Trang Thi,Ống soi dạ dày,2022-12-15,2022-12-16,,3. under approval process in the hospital,transfer table,Chờ xác nhận (quá 3 tháng),9.0,
FMSV2022120050,Bach Mai Hospital,EG-590WR,2G348K618,Trang Thi,Ống soi dạ dày,2022-12-15,2022-12-16,,3. under approval process in the hospital,transfer table,Chờ xác nhận (quá 3 tháng),9.0,
FMSV2022120053,Bach Mai Hospital,EG-530WR,4G361A316,Trang Thi,Ống soi dạ dày,2022-12-26,2022-12-28,,,transfer table,Chờ xác nhận (quá 3 tháng),9.0,
FMSV2022120036,Bach Mai Hospital,EG-590WR,1G348K318,Trang Thi,Ống soi dạ dày,2022-12-15,2022-12-16,,,transfer table,Chờ xác nhận (quá 3 tháng),9.0,
FMSV2022120042,Bach Mai Hospital,EC-600WI,1C692K598,Trang Thi,Ống soi đại tràng,2022-12-26,2022-12-28,,,transfer table,Chờ xác nhận (quá 3 tháng),9.0,
FMSV2022120055,Bach Mai Hospital,EG-590WR,1G348K513,Trang Thi,Ống soi dạ dày,,2022-12-16,,,transfer table,Chờ xác nhận (quá 3 tháng),9.0,
FMSV2022120063,Bach Mai Hospital,EG-590WR,2G348K611,Trang Thi,Ống soi dạ dày,2022-12-26,2022-12-27,,3. under approval process in the hospital,transfer table,Chờ xác nhận (quá 3 tháng),9.0,
FMSV2022120039,Hue University of Medicine and Pharmacy - Ginec,EG-530CT,4G375A101,ETC,Ống soi dạ dày,2022-12-16,2022-12-16,,,transfer table,Chờ xác nhận (quá 3 tháng),9.0,
FMSV2022120062,Bach Mai Hospital,EG-590WR,1G348K514,Trang Thi,Ống soi dạ dày,2022-12-26,2022-12-28,,,transfer table,Chờ xác nhận (quá 3 tháng),9.0,
FMSV2022110058,"FUJIFILM Vietnam Co., Ltd.",EC-600WI,1C692K656,,Ống soi đại tràng,2022-12-19,,2023-02-10,,transfer table,Chuẩn bị linh kiện,4.0,
FMSV2022120044,HUE UNIVERSITY OF MEDICINE AND PHARMACY,EG-590WR,5G348A056,ETC,Ống soi dạ dày,2022-12-16,2022-12-16,2023-03-27,PR #106,transfer table,Chuẩn bị linh kiện,4.0,
FMSV2022120061,Bach Mai Hospital,EG-590WR,1G348K547,Trang Thi,Ống soi dạ dày,2022-12-19,2022-12-28,,,transfer table,Chờ xác nhận (quá 3 tháng),9.0,
FMSV2022120006,Bach Mai Hospital,EG-600WR,2G391K315,Trang Thi,Ống soi dạ dày,2022-12-09,2022-12-18,,3. under approval process in the hospital,transfer table,Chờ xác nhận (quá 3 tháng),9.0,
FMSV2022120043,"FUJIFILM Vietnam Co., Ltd.",EG-720R,1G412K193,,Ống soi dạ dày,2022-12-19,,,,transfer table,Chuẩn bị linh kiện,4.0,
FMSV2022120065,Bach Mai Hospital,EG-590WR,5G348A636,Trang Thi,Ống soi dạ dày,2022-12-23,2023-01-06,,,transfer table,Chờ xác nhận (quá 3 tháng),9.0,
FMSV2022120038,"FUJIFILM Vietnam Co., Ltd.",EC-530WI3,1C642K337,,Ống soi đại tràng,2023-01-03,,,,transfer table,Chuẩn bị linh kiện,4.0,
FMSV2022120058,Thanh An- Ha Noi limited company,EC-760ZP-V/L,2C731K006,Trang Thi,Ống soi đại tràng,2023-01-03,2023-01-06,,,transfer table,Chờ xác nhận (quá 3 tháng),9.0,
FMSV2022120088,Hanoi Medical University Hospital,EC-600WI,1C692K466,Trang Thi,Ống soi đại tràng,2022-12-26,2023-01-31,,,transfer table,Chờ xác nhận (quá 3 tháng),9.0,
FMSV2022120082,Hanoi Medical University Hospital,EG-600WR,2G391K077,Trang Thi,Ống soi dạ dày,2023-01-03,2023-01-31,,,transfer table,Chờ xác nhận (quá 3 tháng),9.0,
FMSV2022120057,Hanoi Medical University Hospital,XL-4450,3S094K980,Trang Thi,Bộ nguồn sáng,2023-01-03,2023-01-31,,,transfer table,Chờ xác nhận (quá 3 tháng),9.0,
FMSV2022120100,Bach Mai Hospital,EC-600WI,1C692K144,Trang Thi,Ống soi đại tràng,2023-01-03,2023-01-04,,,transfer table,Chờ xác nhận (quá 3 tháng),9.0,
FMSV2022120105,Bach Mai Hospital,ED-580XT,3D127K338,Trang Thi,Ống soi mật tụy,2023-01-03,2022-12-18,,,transfer table,Chờ xác nhận (quá 3 tháng),9.0,
FMSV2022120085,"FUJIFILM Vietnam Co., Ltd.",ED-580XT,3D127K096,,Ống soi mật tụy,2023-01-09,,,,transfer table,Chờ duyệt bảo hành,2.5,
FMSV2022120106,Bach Mai Hospital,EG-600WR,7G391K154,Trang Thi,Ống soi dạ dày,2023-01-03,2023-01-31,,3. under approval process in the hospital,transfer table,Chờ xác nhận (quá 3 tháng),9.0,
FMSV2023020020,"FUJIFILM Vietnam Co., Ltd.",EP-6000,1V696K004,,Bộ Xử lý,,,,,transfer table,Đã Nhận,0.0,
FMSV2022110018,Bach Mai Hospital,XL-4450,3S094D030,Trang Thi,Bộ nguồn sáng,2022-11-14,2022-11-21,,,transfer table,Chờ xác nhận (quá 3 tháng),9.0,
FMSV2022110019,Bach Mai Hospital,VP-4450HD,3V567D030,Trang Thi,Bộ Xử lý,2022-11-11,2022-11-21,,,transfer table,Chờ xác nhận (quá 3 tháng),9.0,
FMSV2022110026,Binh Duong General Hospital,VP-4450HD,2V567K973,ETC,Bộ Xử lý,2022-11-21,2022-11-22,,,transfer table,Chờ xác nhận (quá 3 tháng),9.0,
FMSV2022110065,Hanoi Medical University Hospital,XL-4450,2S094K540,Trang Thi,Bộ nguồn sáng,2022-12-07,2023-01-31,,,transfer table,Chờ xác nhận (quá 3 tháng),9.0,
FMSV2022110039,"FUJIFILM Vietnam Co., Ltd.",EC-600WI,1C692K439,,Ống soi đại tràng,2022-11-25,,,,transfer table,Chờ duyệt bảo hành,2.5,
FMSV2022110036,Hanoi Medical University Hospital,EG-600WR,7G391K089,Trang Thi,Ống soi dạ dày,2022-11-21,2023-01-06,,,transfer table,Chờ xác nhận (quá 3 tháng),9.0,
FMSV2022110033,Bach Mai Hospital,EG-600WR,8G391K371,Trang Thi,Ống soi dạ dày,2022-11-21,2022-11-21,,,transfer table,Chờ xác nhận (quá 3 tháng),9.0,
FMSV2022110031,UONG BI HOSPITAL,EG-530FP,1G374K034,,Ống soi dạ dày,2022-11-22,2022-11-21,,,transfer table,Chờ xác nhận (quá 3 tháng),9.0,
FMSV2022110029,UONG BI HOSPITAL,EC-530WI3,1C642K108,,Ống soi đại tràng,2022-11-21,2022-11-22,,,transfer table,Chờ xác nhận (quá 3 tháng),9.0,
FMSV2022110027,Vietnam-Sweden Uong Bi Hospital,EC-530WI3,2C642K041,Promed,Ống soi đại tràng,2022-11-21,2022-11-30,,,transfer table,Chờ xác nhận (quá 3 tháng),9.0,
FMSV2022110023,Nghe An Friendship General Hospital,EC-530WL3,5C643K365,Promed,Ống soi đại tràng,2022-11-18,2022-03-07,,,transfer table,Chờ xác nhận (quá 3 tháng),9.0,
FMSV2022110028,UONG BI HOSPITAL,EC-530WI3,1C642K107,,Ống soi đại tràng,2022-11-21,2022-11-21,,,transfer table,Chờ xác nhận (quá 3 tháng),9.0,
FMSV2022110061,Bach Mai Hospital,EC-600WI,6C692K200,Trang Thi,Ống soi đại tràng,2022-12-07,2022-12-28,,3. under approval process in the hospital,transfer table,Chờ xác nhận (quá 3 tháng),9.0,
FMSV2022120003,Bach Mai Hospital,EG-600WR,2G391K410,Trang Thi,Ống soi dạ dày,2022-12-05,2022-12-27,,3. under approval process in the hospital,transfer table,Chờ xác nhận (quá 3 tháng),9.0,
FMSV2022120002,Bach Mai Hospital,EG-600WR,2G391K861,Trang Thi,Ống soi dạ dày,2022-12-05,2022-12-28,,,transfer table,Chờ xác nhận (quá 3 tháng),9.0,
FMSV2022110069,Bach Mai Hospital,EG-600WR,2G391K825,Trang Thi,Ống soi dạ dày,2022-12-05,2022-12-06,,,transfer table,Chờ xác nhận (quá 3 tháng),9.0,
FMSV2022110068,Bach Mai Hospital,EG-600WR,7G391K097,Trang Thi,Ống soi dạ dày,2022-12-05,2023-01-03,,,transfer table,Chờ xác nhận (quá 3 tháng),9.0,
FMSV2022110037,Hanoi Medical University Hospital,EG-600WR,3G391K087,Trang Thi,Ống soi dạ dày,2022-11-22,2023-01-31,,,transfer table,Chờ xác nhận (quá 3 tháng),9.0,
FMSV2022110038,Hanoi Medical University Hospital,EC-600WI,2C692K095,Trang Thi,Ống soi đại tràng,2022-11-22,2023-01-06,,,transfer table,Chờ xác nhận (quá 3 tháng),9.0,
FMSV2022110053,Hue University of Medicine and Pharmacy - Ginec,EG-530UR2,RU039A058,ETC,Ống soi siêu âm,2022-11-25,2022-11-23,2023-04-11,PR #105,transfer table,Chuẩn bị linh kiện,4.0,
FMSV2022110041,Hanoi Medical University Hospital,EC-600WI,2C692K093,Trang Thi,Ống soi đại tràng,2022-11-21,2022-11-21,,,transfer table,Chờ xác nhận (quá 3 tháng),9.0,
FMSV2022110040,Hanoi Medical University Hospital,EC-600WI,5C692K034,Trang Thi,Ống soi đại tràng,2022-11-21,2022-11-21,,,transfer table,Chờ xác nhận (quá 3 tháng),9.0,
FMSV2022110063,Bach Mai Hospital,EG-600WR,7G391K156,Trang Thi,Ống soi dạ dày,2022-12-05,2022-12-28,,,transfer table,Chờ xác nhận (quá 3 tháng),9.0,
FMSV2022110024,"FUJIFILM Vietnam Co., Ltd.",EG-600WR,1G391K560,,Ống soi dạ dày,2022-11-21,,,,transfer table,Chuẩn bị linh kiện,4.0,
FMSV2023020003,"FUJIFILM Vietnam Co., Ltd.",EN-450T5/W,MC380A004,,Ống soi ruột non,2023-02-10,,,,transfer table,Chờ duyệt bảo hành,2.5,
FMSV2022100086,Bach Mai Hospital,EG-600WR,8G391K379,Trang Thi,Ống soi dạ dày,2022-11-11,2022-12-18,,,transfer table,Chờ xác nhận (quá 3 tháng),9.0,
FMSV2022100043,Hanoi Medical University Hospital,EG-600WR,7G391K098,Trang Thi,Ống soi dạ dày,2022-10-31,2022-10-19,,,transfer table,Chờ xác nhận (quá 3 tháng),9.0,
FMSV2022100042,Hanoi Medical University Hospital,EG-600WR,2G391K206,Trang Thi,Ống soi dạ dày,2022-10-18,2022-10-18,,,transfer table,Chờ xác nhận (quá 3 tháng),9.0,
FMSV2022100039,Hanoi Medical University Hospital,EG-600WR,7G391K069,Trang Thi,Ống soi dạ dày,2022-10-19,2022-10-19,,,transfer table,Chờ xác nhận (quá 3 tháng),9.0,
FMSV2022100044,Thai Nguyen General Hospital,EG-250WR5,1G202K322,,Ống soi dạ dày,2022-10-26,2022-11-21,,,transfer table,Chờ xác nhận (quá 3 tháng),9.0,
FMSV2022100071,HOA BINH GENERAL HOSPITAL,EG-530NW,1G366K154,,Ống soi dạ dày,2022-10-31,2022-11-21,,,transfer table,Chờ xác nhận (quá 3 tháng),9.0,
FMSV2022100021,Bach Mai Hospital,EG-600WR,7G391K125,Trang Thi,Ống soi dạ dày,2022-10-17,2022-10-18,,3. under approval process in the hospital,transfer table,Chờ xác nhận (quá 3 tháng),9.0,
FMSV2022100027,Hoang Long Clinic,EC-600WI,1C692K171,Trang Thi,Ống soi đại tràng,2022-10-12,2022-10-12,,"RU, Keep at HN office",transfer table,Chờ xác nhận (quá 3 tháng),9.0,
FMSV2022100024,Bach Mai Hospital,EC-600WI,6C692K129,Trang Thi,Ống soi đại tràng,2022-10-12,2022-10-12,,3. under approval process in the hospital,transfer table,Chờ xác nhận (quá 3 tháng),9.0,
FMSV2022100026,Hoang Long Clinic,EC-760R-V/I,1C728K177,Trang Thi,Ống soi đại tràng,2022-10-17,2022-10-18,2023-08-17,,transfer table,Chuẩn bị linh kiện,4.0,
FMSV2022100014,Nghe An Friendship General Hospital,EG-530WR,5G361K426,Promed,Ống soi dạ dày,2022-10-17,2022-10-18,,,transfer table,Chờ xác nhận (quá 3 tháng),9.0,
FMSV2022100022,Bach Mai Hospital,EG-600WR,7G391K347,Trang Thi,Ống soi dạ dày,2022-10-12,2022-10-11,,,transfer table,Chờ xác nhận (quá 3 tháng),9.0,
FMSV2022090062,Bach Mai Hospital,EC-600WI,5C692K072,Trang Thi,Ống soi đại tràng,2022-10-03,2022-10-03,,3. under approval process in the hospital,transfer table,Chờ xác nhận (quá 3 tháng),9.0,
FMSV2022090058,Hanoi Medical University Hospital,EG-600WR,4G391K115,Trang Thi,Ống soi dạ dày,2022-10-03,2022-10-03,,,transfer table,Chờ xác nhận (quá 3 tháng),9.0,
FMSV2022090057,Hanoi Medical University Hospital,EC-600WI,1C692K467,Trang Thi,Ống soi đại tràng,2022-10-03,2022-10-03,,,transfer table,Chờ xác nhận (quá 3 tháng),9.0,
FMSV2022090061,Bach Mai Hospital,EG-600WR,2G391K305,Trang Thi,Ống soi dạ dày,2022-10-10,2022-10-03,,,transfer table,Chờ xác nhận (quá 3 tháng),9.0,
FMSV2022090066,115 PEOPLE HOSPITAL,EG-600WR,2G391K789,Trang Thi,Ống soi dạ dày,2022-10-12,2022-10-25,,,transfer table,Chờ xác nhận (quá 3 tháng),9.0,
FMSV2022090065,"FUJIFILM Vietnam Co., Ltd.",EC-590WL4,1C666K392,,Ống soi đại tràng,2022-10-10,,,,transfer table,Chuẩn bị linh kiện,4.0,
FMSV2022090012,Hanoi Medical University Hospital,EG-600WR,7G391K048,Trang Thi,Ống soi dạ dày,2022-09-15,2022-09-12,,,transfer table,Chờ xác nhận (quá 3 tháng),9.0,
FMSV2022090009,Hanoi Medical University Hospital,EG-600WR,7G391K093,Trang Thi,Ống soi dạ dày,2022-09-15,2022-09-12,,,transfer table,Chờ xác nhận (quá 3 tháng),9.0,
FMSV2022120001,"FUJIFILM Vietnam Co., Ltd.",ER-530S2,2Y196K018,,Ống soi khí phế quản,,,,QC passed: 06-Dec. ,transfer table,Đã trả hàng (không sửa),10.0,2023-12-12
FMSV2022080053,Hoang Long Clinic,EG-760Z,1G403K110,Trang Thi,Ống soi dạ dày,2022-09-15,2022-09-12,2023-08-17,,transfer table,Chờ xác nhận (quá 3 tháng),9.0,
FMSV2022090060,"FUJIFILM Vietnam Co., Ltd.",EC-720R/I,1C741K051,,Ống soi đại tràng,2022-10-10,,,,transfer table,Chờ duyệt bảo hành,2.5,
FMSV2022110008,"FUJIFILM Vietnam Co., Ltd.",EC-530FI,1C653K511,,Ống soi đại tràng,2022-11-14,,,,transfer table,Chờ duyệt bảo hành,2.5,
FMSV2022080033,Bac Giang Hospital,EG-530WR,1G361K023,,Ống soi dạ dày,2022-08-22,2022-08-22,,,transfer table,Chờ xác nhận (quá 3 tháng),9.0,
FMSV2022100023,"FUJIFILM Vietnam Co., Ltd.",EG-740N,1G399K080,,Ống soi dạ dày,2022-10-31,,,,transfer table,Chờ duyệt bảo hành,2.5,
FMSV2022070081,Bach Mai Hospital,EG-530WR,1G361K617,Trang Thi,Ống soi dạ dày,2022-07-28,2022-07-27,,,transfer table,Chờ xác nhận (quá 3 tháng),9.0,
FMSV2022070103,Bach Mai Hospital,ED-580XT,3D127K339,Trang Thi,Ống soi mật tụy,2022-08-08,2022-08-02,,,transfer table,Chuẩn bị linh kiện,4.0,
FMSV2022070019,Hanoi Medical University Hospital,EG-600WR,2G391K002,Trang Thi,Ống soi dạ dày,2022-07-22,2022-07-26,,,transfer table,Chờ xác nhận (quá 3 tháng),9.0,
FMSV2022090010,"FUJIFILM Vietnam Co., Ltd.",EC-530WI3,1C642K365,,Ống soi đại tràng,2022-09-09,,,,transfer table,Chờ duyệt bảo hành,2.5,
FMSV2022080072,"FUJIFILM Vietnam Co., Ltd.",EB-530T,6B084A229,,Ống soi khí phế quản,2022-09-07,,,,transfer table,Chờ duyệt bảo hành,2.5,
